model,lDDToligo_True,lDDToligo_EnQA-MSA
T1113TS054_4o,0.836,0.78173828125
T1113TS147_1o,0.847,0.8173828125
T1113TS360_1o,0.835,0.76416015625
T1113TS071_2o,0.843,0.80126953125
T1113TS348_1o,0.849,0.78271484375
T1113TS003_2o,0.851,0.8681640625
T1113TS367_4o,0.858,0.82568359375
T1113TS374_3o,0.846,0.80908203125
T1113TS374_2o,0.856,0.86669921875
T1113TS367_5o,0.871,0.837890625
T1113TS086_2o,0.849,0.85986328125
T1113TS158_4o,0.849,0.85986328125
T1113TS071_4o,0.846,0.798828125
T1113TS399_3o,0.846,0.79541015625
T1113TS298_3o,0.834,0.8046875
T1113TS054_3o,0.846,0.79541015625
T1113TS423_5o,0.842,0.787109375
T1113TS360_2o,0.838,0.810546875
T1113TS444_1o,0.854,0.85595703125
T1113TS125_2o,0.844,0.787109375
T1113TS360_4o,0.834,0.76318359375
T1113TS125_3o,0.831,0.765625
T1113TS348_4o,0.846,0.794921875
T1113TS298_4o,0.838,0.810546875
T1113TS288_5o,0.833,0.79638671875
T1113TS187_5o,0.842,0.787109375
T1113TS350_4o,0.82,0.69384765625
T1113TS390_4o,0.876,0.8310546875
T1113TS150_4o,0.876,0.8310546875
T1113TS320_4o,0.876,0.8310546875
T1113TS350_3o,0.81,0.69580078125
T1113TS367_2o,0.87,0.8359375
T1113TS054_2o,0.84,0.76708984375
T1113TS125_1o,0.847,0.79150390625
T1113TS399_2o,0.84,0.76708984375
T1113TS348_3o,0.845,0.7744140625
T1113TS119_4o,0.86,0.8310546875
T1113TS131_5o,0.83,0.83154296875
T1113TS131_2o,0.86,0.8310546875
T1113TS312_1o,0.833,0.69482421875
T1113TS367_3o,0.865,0.82373046875
T1113TS399_5o,0.839,0.78564453125
T1113TS054_5o,0.839,0.78564453125
T1113TS125_4o,0.827,0.74609375
T1113TS071_3o,0.83,0.80517578125
T1113TS298_1o,0.887,0.849609375
T1113TS399_1o,0.86,0.81982421875
T1113TS054_1o,0.86,0.81982421875
T1113TS091_2o,0.756,0.4453125
T1113TS091_4o,0.757,0.44580078125
T1113TS003_3o,0.878,0.8701171875
T1113TS098_5o,0.886,0.84375
T1113TS125_5o,0.831,0.74951171875
T1113TS169_2o,0.886,0.87060546875
T1113TS188_5o,0.816,0.7568359375
T1113TS188_1o,0.886,0.84375
T1113TS493_1o,0.813,0.7919921875
T1113TS098_1o,0.886,0.87060546875
T1113TS169_4o,0.816,0.7568359375
T1113TS098_4o,0.816,0.7568359375
T1113TS169_3o,0.886,0.84375
T1113TS444_5o,0.85,0.85791015625
T1113TS494_2o,0.824,0.66796875
T1113TS158_5o,0.883,0.86474609375
T1113TS423_4o,0.822,0.814453125
T1113TS187_4o,0.822,0.814453125
T1113TS086_5o,0.877,0.88037109375
T1113TS091_1o,0.755,0.446533203125
T1113TS131_3o,0.809,0.81298828125
T1113TS239_3o,0.875,0.857421875
T1113TS091_3o,0.759,0.4443359375
T1113TS003_1o,0.879,0.87353515625
T1113TS493_3o,0.776,0.77783203125
T1113TS493_4o,0.786,0.791015625
T1113TS312_3o,0.8,0.69482421875
T1113TS312_4o,0.797,0.693359375
T1113TS312_2o,0.807,0.6923828125
T1113TS119_1o,0.878,0.8466796875
T1113TS131_1o,0.878,0.8466796875
T1113TS169_5o,0.799,0.78271484375
T1113TS312_5o,0.805,0.69384765625
T1113TS188_2o,0.799,0.78271484375
T1113TS188_3o,0.801,0.78759765625
T1113TS188_4o,0.798,0.787109375
T1113TS037_4o,0.765,0.75341796875
T1113TS248_5o,0.597,0.8095703125
T1113TS035_5o,0.597,0.8095703125
T1113TS037_3o,0.713,0.76953125
T1113TS493_2o,0.768,0.80419921875
T1113TS278_5o,0.855,0.806640625
T1113TS185_4o,0.837,0.84033203125
T1113TS037_5o,0.813,0.765625
T1113TS477_1o,0.833,0.83544921875
T1113TS385_1o,0.716,0.77685546875
T1113TS248_4o,0.646,0.7998046875
T1113TS035_4o,0.646,0.7998046875
T1113TS493_5o,0.582,0.609375
T1113TS494_3o,0.614,0.7099609375
T1113TS494_4o,0.603,0.681640625
T1113TS165_5o,0.637,0.5849609375
T1113TS035_2o,0.7,0.8486328125
T1113TS165_2o,0.638,0.55859375
T1113TS165_4o,0.676,0.60107421875
T1113TS398_2o,0.643,0.7607421875
T1113TS098_2o,0.501,0.64306640625
T1113TS398_5o,0.637,0.76318359375
T1113TS398_1o,0.611,0.7646484375
T1113TS398_3o,0.635,0.7587890625
T1113TS398_4o,0.642,0.75830078125
T1113TS165_1o,0.623,0.57080078125
T1113TS234_1o,0.432,0.5185546875
T1113TS165_3o,0.588,0.5927734375
T1113TS098_3o,0.454,0.63623046875
T1113TS447_1o,0.651,0.67724609375
T1113TS447_4o,0.651,0.673828125
T1113TS494_5o,0.572,0.62548828125
T1113TS035_3o,0.676,0.84619140625
T1113TS447_2o,0.653,0.6796875
T1113TS447_3o,0.655,0.67333984375
